BLK_BLK 
swl_list 	Benchmarks 	App1 	App2 	AloneIPC1	AloneIPC2	IPC1	IPC2	SD1	SD2	WS	IT	FI	Stall warps-1	Stall warps-2	Stall Dramfull	Stall icnt2sh	App1-BW 	App2-BW	Waste-BW 	Idle-BW 	RBL-1 	RBL-2 	AVGEMFLat-1 	AVGEMFLat-2 	AVGEMRQLat-1 	AVGEMRQLat-2 	MPKI-1 	MPKI-2 	L2MR-1	L2MR-2	L2MR	
swl_02_04 	NN_RAY 	NN 	RAY 	47.3623	327.5432	17.8084 	216.3003 	0.376003699144678 	0.660371822709188 	1.03637552185387	234.1087 	1.75629076046693 	364282 	9407309 	2212279 	381539	0.028 	0.311 	0.280833333333333 	0.379666666666667 	1.328563 	2.440492 	286 	351 	63 	79 	1.54672955309326 	0.749966367233233 	0.531 	0.372 	0.389 	 	
swl_02_08 	NN_RAY 	NN 	RAY 	47.3623	327.5432	16.8670 	279.9650 	0.356127130650327 	0.854742214156789 	1.21086934480712	296.832 	2.40010417795447 	316792 	30330598 	6392153 	473807	0.027 	0.423166666666667 	0.301166666666667 	0.249333333333333 	1.337065 	2.396913 	358 	473 	80 	93 	1.55875307701592 	0.823984344833581 	0.528 	0.425 	0.434 	 	
swl_02_12 	NN_RAY 	NN 	RAY 	47.3623	327.5432	16.4474 	300.8295 	0.347267763601008 	0.918442208539209 	1.26570997214022	317.2769 	2.64476667518858 	318038 	40406943 	8630295 	478871	0.026 	0.458833333333333 	0.301333333333333 	0.213333333333333 	1.352377 	2.448819 	393 	525 	87 	99 	1.57006334104486 	0.84320798428811 	0.531 	0.444 	0.451 	 	
swl_02_16 	NN_RAY 	NN 	RAY 	47.3623	327.5432	16.3097 	309.6729 	0.344360387903459 	0.94544139521138 	1.28980178311484	325.9826 	2.74549985544921 	320882 	42997199 	9348654 	465723	0.026 	0.468333333333333 	0.308333333333333 	0.196666666666667 	1.352577 	2.532485 	404 	541 	89 	101 	1.5757694201946 	0.834538268016359 	0.537 	0.447 	0.454 	 	
swl_02_20 	NN_RAY 	NN 	RAY 	47.3623	327.5432	16.2681 	312.0156 	0.343482052180743 	0.952593734200557 	1.2960757863813	328.2837 	2.77334355071133 	322090 	45058427 	9968100 	451006	0.026 	0.464333333333333 	0.305666666666667 	0.203666666666667 	1.363517 	2.701503 	411 	559 	91 	103 	1.57287817026828 	0.796446468672439 	0.541 	0.449 	0.456 	 	
swl_02_24 	NN_RAY 	NN 	RAY 	47.3623	327.5432	16.2681 	312.0156 	0.343482052180743 	0.952593734200557 	1.2960757863813	328.2837 	2.77334355071133 	322090 	45058427 	9968100 	451006	0.026 	0.464333333333333 	0.305666666666667 	0.203666666666667 	1.363517 	2.701503 	411 	559 	91 	103 	1.57287817026828 	0.796446468672439 	0.541 	0.449 	0.456 	 	
swl_04_01 	NN_RAY 	NN 	RAY 	47.3623	327.5432	34.2391 	67.7966 	0.72291886162623 	0.206985215995936 	0.929904077622166	102.0357 	3.4926110937335 	934142 	368305 	126692 	200884	0.039 	0.105666666666667 	0.211833333333333 	0.643666666666667 	1.490981 	2.408947 	214 	280 	18 	63 	1.10784545634852 	0.988554745948674 	0.370 	0.324 	0.341 	 	
swl_04_02 	NN_RAY 	NN 	RAY 	47.3623	327.5432	33.5343 	126.4347 	0.708037827554827 	0.386009234812385 	1.09404706236721	159.969 	1.83425100671221 	964046 	1319404 	267943 	250535	0.044 	0.188 	0.2725 	0.495833333333333 	1.350074 	2.348998 	238 	284 	30 	64 	1.27323259420418 	0.896915964560925 	0.443 	0.351 	0.375 	 	
swl_04_04 	NN_RAY 	NN 	RAY 	47.3623	327.5432	32.6629 	213.7157 	0.689639227824662 	0.652480955183927 	1.34212018300859	246.3786 	1.05694920647954 	882993 	5400205 	1343151 	369297	0.043 	0.315 	0.305666666666667 	0.336166666666667 	1.307717 	2.420655 	280 	360 	56 	80 	1.28461927893602 	0.778366418155697 	0.433 	0.379 	0.389 	 	
swl_04_08 	NN_RAY 	NN 	RAY 	47.3623	327.5432	30.7265 	281.2989 	0.648754389039384 	0.858814654067006 	1.50756904310639	312.0254 	1.32379012547208 	808213 	17457944 	3829102 	448385	0.041 	0.432833333333333 	0.3165 	0.209666666666667 	1.314373 	2.401153 	364 	488 	77 	95 	1.29512712558454 	0.842798554548841 	0.428 	0.435 	0.434 	 	
swl_04_12 	NN_RAY 	NN 	RAY 	47.3623	327.5432	29.9651 	291.8835 	0.632678311652939 	0.891129780743426 	1.52380809239636	321.8486 	1.40850375985745 	817453 	22934030 	5086467 	415630	0.04 	0.4545 	0.308833333333333 	0.196833333333333 	1.322231 	2.439103 	398 	548 	82 	100 	1.29707585350844 	0.841352570730882 	0.425 	0.457 	0.452 	 	
swl_04_16 	NN_RAY 	NN 	RAY 	47.3623	327.5432	29.7915 	300.5789 	0.629012949117758 	0.917677118621299 	1.54669006773906	330.3704 	1.45891610007142 	760892 	24259931 	5485428 	434421	0.04 	0.466833333333333 	0.317 	0.176166666666667 	1.322800 	2.533240 	408 	562 	85 	102 	1.30330414079465 	0.873022396366698 	0.423 	0.459 	0.454 	 	
swl_04_20 	NN_RAY 	NN 	RAY 	47.3623	327.5432	29.2874 	309.3446 	0.618369462631671 	0.944439084676464 	1.56280854730814	338.632 	1.52730550544508 	802206 	26103638 	5845138 	434089	0.039 	0.469166666666667 	0.3165 	0.174666666666667 	1.330252 	2.676867 	411 	575 	87 	104 	1.30836064396975 	0.825088280603084 	0.419 	0.459 	0.453 	 	
swl_04_24 	NN_RAY 	NN 	RAY 	47.3623	327.5432	29.2874 	309.3446 	0.618369462631671 	0.944439084676464 	1.56280854730814	338.632 	1.52730550544508 	802206 	26103638 	5845138 	434089	0.039 	0.469166666666667 	0.3165 	0.174666666666667 	1.330252 	2.676867 	411 	575 	87 	104 	1.30836064396975 	0.825088280603084 	0.419 	0.459 	0.453 	 	
swl_08_01 	NN_RAY 	NN 	RAY 	47.3623	327.5432	46.1704 	65.5364 	0.974834414713812 	0.200084752179255 	1.17491916689307	111.7068 	4.87210746494298 	2698159 	294337 	301890 	1098255	0.0363333333333333 	0.1025 	0.198333333333333 	0.662833333333333 	1.568232 	2.394878 	222 	277 	19 	60 	0.764512711794247 	1.41914963078754 	0.160 	0.316 	0.227 	 	
swl_08_02 	NN_RAY 	NN 	RAY 	47.3623	327.5432	46.3531 	119.5724 	0.978691913188338 	0.36505841061576 	1.3437503238041	165.9255 	2.68091868240355 	2595776 	1018579 	440041 	953696	0.0521666666666667 	0.182833333333333 	0.270666666666667 	0.4945 	1.465961 	2.381957 	241 	295 	28 	65 	1.0916570041179 	0.843573819918025 	0.249 	0.360 	0.311 	 	
swl_08_04 	NN_RAY 	NN 	RAY 	47.3623	327.5432	44.6097 	200.8100 	0.941882045424314 	0.613079435018037 	1.55496148044235	245.4197 	1.53631322733343 	2900600 	4154228 	1326634 	1075007	0.06 	0.307666666666667 	0.313333333333333 	0.318833333333333 	1.396100 	2.433470 	286 	377 	51 	81 	1.31388840814606 	0.89329743214299 	0.287 	0.391 	0.356 	 	
swl_08_08 	NN_RAY 	NN 	RAY 	47.3623	327.5432	42.5766 	266.2150 	0.89895549836051 	0.812763018740734 	1.71171851710124	308.7916 	1.10604872223803 	3830401 	12927602 	3133113 	1081483	0.06 	0.427166666666667 	0.319833333333333 	0.193166666666667 	1.366099 	2.392124 	364 	507 	73 	96 	1.37023593974971 	0.946880580641951 	0.295 	0.449 	0.406 	 	
swl_08_12 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.7151 	285.1510 	0.88076592564128 	0.870575240151528 	1.75134116579281	326.8661 	1.01170569184575 	3946621 	17327781 	4144296 	1089521	0.059 	0.462333333333333 	0.317 	0.1615 	1.360151 	2.432959 	408 	570 	80 	102 	1.38583849992478 	0.924407469962705 	0.297 	0.472 	0.424 	 	
swl_08_16 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.4618 	294.9280 	0.854303950610507 	0.900424737866639 	1.75472868847715	335.3898 	1.05398639117046 	3880117 	18767900 	4454378 	971195	0.0571666666666667 	0.468833333333333 	0.317 	0.156666666666667 	1.354406 	2.510798 	428 	588 	82 	104 	1.38064189212769 	0.862900318724757 	0.310 	0.475 	0.433 	 	
swl_08_20 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.3302 	302.4813 	0.872639208822207 	0.923485207447445 	1.79612441626965	343.8115 	1.05826691960572 	4079810 	19838371 	4771386 	947727	0.057 	0.477 	0.318833333333333 	0.147166666666667 	1.352475 	2.633620 	442 	609 	86 	105 	1.34960234996718 	0.859693334637424 	0.306 	0.479 	0.435 	 	
swl_08_24 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.3302 	302.4813 	0.872639208822207 	0.923485207447445 	1.79612441626965	343.8115 	1.05826691960572 	4079810 	19838371 	4771386 	947727	0.057 	0.477 	0.318833333333333 	0.147166666666667 	1.352475 	2.633620 	442 	609 	86 	105 	1.34960234996718 	0.859693334637424 	0.306 	0.479 	0.435 	 	
swl_12_01 	NN_RAY 	NN 	RAY 	47.3623	327.5432	45.5983 	63.9628 	0.962755187142516 	0.195280500404221 	1.15803568754674	109.5611 	4.93011429789282 	3528401 	304968 	434477 	1271202	0.0356666666666667 	0.1005 	0.194833333333333 	0.668833333333333 	1.563477 	2.378096 	238 	281 	19 	60 	0.75599180342109 	1.413677618519 	0.152 	0.316 	0.221 	 	
swl_12_02 	NN_RAY 	NN 	RAY 	47.3623	327.5432	45.7169 	122.8982 	0.965259288505837 	0.375212185751376 	1.34047147425721	168.6151 	2.57256913597534 	3500613 	1048148 	547302 	1192088	0.0535 	0.189166666666667 	0.278833333333333 	0.477833333333333 	1.458832 	2.359000 	258 	296 	28 	65 	1.14324097857423 	0.887002015512875 	0.241 	0.362 	0.308 	 	
swl_12_04 	NN_RAY 	NN 	RAY 	47.3623	327.5432	44.4824 	201.1398 	0.939194253657445 	0.614086325101544 	1.55328057875899	245.6222 	1.52941730708975 	3958537 	4047998 	1370172 	1317784	0.0596666666666667 	0.308166666666667 	0.314 	0.318166666666667 	1.398125 	2.420714 	294 	372 	51 	81 	1.30767285764367 	0.897219168153906 	0.265 	0.392 	0.347 	 	
swl_12_08 	NN_RAY 	NN 	RAY 	47.3623	327.5432	42.1725 	263.4169 	0.89042339582326 	0.804220328799377 	1.69464372462264	305.5894 	1.10718837106813 	4603184 	13083460 	3209058 	1181865	0.059 	0.422666666666667 	0.321833333333333 	0.196333333333333 	1.368046 	2.389464 	376 	506 	72 	95 	1.36916604990914 	0.946648094256217 	0.285 	0.448 	0.401 	 	
swl_12_12 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.3067 	287.9051 	0.87214303359423 	0.878983596667554 	1.75112663026178	329.2118 	1.0078433958764 	5009448 	17869063 	4234184 	1140947	0.0591666666666667 	0.468166666666667 	0.319 	0.1535 	1.358873 	2.421473 	426 	569 	81 	101 	1.39919938614816 	0.945134577782532 	0.298 	0.472 	0.425 	 	
swl_12_16 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.7464 	294.9084 	0.860312949328897 	0.900364898431718 	1.76067784776061	335.6548 	1.04655509269512 	5544699 	19030834 	4516871 	1161044	0.0571666666666667 	0.469333333333333 	0.3165 	0.156666666666667 	1.353504 	2.505022 	430 	589 	83 	103 	1.36826173825818 	0.858558746568937 	0.284 	0.476 	0.424 	 	
swl_12_20 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.7085 	298.3712 	0.859512734812288 	0.910936939005298 	1.77044967381759	339.0797 	1.05982948490489 	5743657 	19834773 	4704833 	1255088	0.0578333333333333 	0.471 	0.3175 	0.154 	1.361516 	2.641265 	433 	603 	85 	105 	1.37634959598158 	0.86203874091025 	0.278 	0.478 	0.422 	 	
swl_12_24 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.7085 	298.3712 	0.859512734812288 	0.910936939005298 	1.77044967381759	339.0797 	1.05982948490489 	5743657 	19834773 	4704833 	1255088	0.0578333333333333 	0.471 	0.3175 	0.154 	1.361516 	2.641265 	433 	603 	85 	105 	1.37634959598158 	0.86203874091025 	0.278 	0.478 	0.422 	 	
swl_16_01 	NN_RAY 	NN 	RAY 	47.3623	327.5432	45.5259 	64.9444 	0.961226545163558 	0.198277357002069 	1.15950390216563	110.4703 	4.84788863285851 	3808548 	313075 	433340 	1285148	0.0358333333333333 	0.102333333333333 	0.197166666666667 	0.665 	1.556584 	2.396580 	240 	282 	19 	62 	0.759736417863105 	1.4404952646514 	0.151 	0.317 	0.220 	 	
swl_16_02 	NN_RAY 	NN 	RAY 	47.3623	327.5432	45.2177 	117.6942 	0.954719259833243 	0.359324205173547 	1.31404346500679	162.9119 	2.65698565831971 	3785406 	1066422 	591351 	1332344	0.0515 	0.181333333333333 	0.2705 	0.496666666666667 	1.461837 	2.374409 	258 	298 	28 	64 	1.10612599053331 	0.859432609933191 	0.219 	0.364 	0.296 	 	
swl_16_04 	NN_RAY 	NN 	RAY 	47.3623	327.5432	42.4429 	203.7195 	0.896132578020915 	0.621962232768075 	1.51809481078899	246.1624 	1.44081510228142 	4020619 	4342040 	1546939 	1527086	0.057 	0.309 	0.3105 	0.3235 	1.388285 	2.428035 	298 	378 	52 	81 	1.31346809428012 	0.786927336910985 	0.253 	0.393 	0.344 	 	
swl_16_08 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.8548 	258.1148 	0.883715529017805 	0.788032845743706 	1.67174837476151	299.9696 	1.1214196639022 	4883457 	12951046 	3155364 	1203839	0.059 	0.417 	0.3175 	0.2065 	1.370597 	2.398005 	369 	506 	72 	95 	1.37292340113497 	0.94085644811749 	0.281 	0.450 	0.400 	 	
swl_16_12 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.0628 	285.1823 	0.866993368143017 	0.870670800065457 	1.73766416820847	326.2451 	1.00424159175556 	5844209 	17480605 	4111741 	1176170	0.058 	0.460833333333333 	0.316833333333333 	0.164666666666667 	1.359869 	2.440727 	411 	564 	81 	101 	1.37705011909148 	0.935410207751792 	0.279 	0.469 	0.416 	 	
swl_16_16 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.0220 	291.7319 	0.866131923491891 	0.890666941032511 	1.7567988645244	332.7539 	1.02832711377466 	5638719 	18605886 	4444288 	1193490	0.0588333333333333 	0.468666666666667 	0.317833333333333 	0.154833333333333 	1.361530 	2.502807 	436 	585 	83 	103 	1.38931564190665 	0.958139626381886 	0.289 	0.475 	0.424 	 	
swl_16_20 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.0748 	296.8009 	0.867246734216877 	0.906142762237164 	1.77338949645404	337.8757 	1.04485001382612 	5406565 	19375324 	4601134 	1175221	0.058 	0.4655 	0.316333333333333 	0.160166666666667 	1.367255 	2.651961 	447 	601 	85 	105 	1.37426076343569 	0.845904544017591 	0.289 	0.476 	0.425 	 	
swl_16_24 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.0748 	296.8009 	0.867246734216877 	0.906142762237164 	1.77338949645404	337.8757 	1.04485001382612 	5406565 	19375324 	4601134 	1175221	0.058 	0.4655 	0.316333333333333 	0.160166666666667 	1.367255 	2.651961 	447 	601 	85 	105 	1.37426076343569 	0.845904544017591 	0.289 	0.476 	0.425 	 	
swl_20_01 	NN_RAY 	NN 	RAY 	47.3623	327.5432	45.4099 	62.5002 	0.958777339782908 	0.190815135224911 	1.14959247500782	107.9101 	5.02463988851205 	3795793 	296815 	442846 	1312086	0.0351666666666667 	0.099 	0.193 	0.672666666666667 	1.568718 	2.383441 	237 	277 	19 	60 	0.748986572322082 	1.3978997172549 	0.144 	0.315 	0.213 	 	
swl_20_02 	NN_RAY 	NN 	RAY 	47.3623	327.5432	44.8936 	122.5109 	0.947876264455062 	0.37402974630522 	1.32190601076028	167.4045 	2.53422695338666 	3774760 	1074980 	580767 	1304164	0.053 	0.1885 	0.278 	0.4805 	1.463915 	2.370203 	259 	296 	28 	65 	1.14876874275054 	0.898840267214336 	0.232 	0.362 	0.303 	 	
swl_20_04 	NN_RAY 	NN 	RAY 	47.3623	327.5432	44.6076 	201.1377 	0.941837706361389 	0.614079913733517 	1.55591762009491	245.7453 	1.53373801242765 	4018383 	4140138 	1443624 	1323054	0.0598333333333333 	0.3075 	0.313166666666667 	0.3195 	1.391855 	2.440033 	303 	377 	52 	82 	1.30948148094559 	0.891848719247176 	0.272 	0.391 	0.349 	 	
swl_20_08 	NN_RAY 	NN 	RAY 	47.3623	327.5432	41.5539 	257.9466 	0.877362374715755 	0.787519325695053 	1.66488170041081	299.5005 	1.11408361177855 	4869754 	12949408 	3216435 	1238658	0.058 	0.4165 	0.3175 	0.207833333333333 	1.368316 	2.402138 	375 	508 	72 	95 	1.35814873190797 	0.945250896663521 	0.276 	0.450 	0.398 	 	
swl_20_12 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.6590 	286.3383 	0.858467599757613 	0.874200105512799 	1.73266770527041	326.9973 	1.01832626619762 	5489093 	17824583 	4278384 	1171361	0.058 	0.465833333333333 	0.318 	0.158166666666667 	1.361139 	2.431740 	419 	565 	81 	101 	1.38576207922188 	0.955393429184936 	0.288 	0.469 	0.420 	 	
swl_20_16 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.6599 	292.7926 	0.858486602213153 	0.893905292492715 	1.75239189470587	333.4525 	1.04125712642254 	5774551 	18648043 	4500291 	1169962	0.0571666666666667 	0.465333333333333 	0.315333333333333 	0.162 	1.356666 	2.502298 	431 	588 	83 	103 	1.37031236045261 	0.853020538559634 	0.282 	0.475 	0.422 	 	
swl_20_20 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.4903 	300.2260 	0.854905695035925 	0.916599703489494 	1.77150539852542	340.7163 	1.0721646946696 	5764306 	20176424 	4916053 	1138378	0.0583333333333333 	0.4745 	0.318666666666667 	0.1485 	1.366316 	2.635153 	445 	610 	85 	105 	1.40186137396578 	0.873217978972562 	0.293 	0.479 	0.429 	 	
swl_20_24 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.4903 	300.2260 	0.854905695035925 	0.916599703489494 	1.77150539852542	340.7163 	1.0721646946696 	5764306 	20176424 	4916053 	1138378	0.0583333333333333 	0.4745 	0.318666666666667 	0.1485 	1.366316 	2.635153 	445 	610 	85 	105 	1.40186137396578 	0.873217978972562 	0.293 	0.479 	0.429 	 	
swl_24_01 	NN_RAY 	NN 	RAY 	47.3623	327.5432	45.3711 	62.9783 	0.957958122810759 	0.192274790012432 	1.15023291282319	108.3494 	4.9822346587861 	3893246 	292681 	467492 	1399162	0.0348333333333333 	0.0995 	0.192833333333333 	0.672833333333333 	1.561406 	2.395396 	241 	282 	19 	61 	0.742197866547953 	1.40565306408438 	0.143 	0.315 	0.213 	 	
swl_24_02 	NN_RAY 	NN 	RAY 	47.3623	327.5432	44.7088 	119.5602 	0.943974426917612 	0.365021163620554 	1.30899559053817	164.269 	2.58608135910412 	3826768 	1070934 	590032 	1417293	0.0516666666666667 	0.183833333333333 	0.273833333333333 	0.490166666666667 	1.464307 	2.342595 	258 	293 	27 	63 	1.12799504834603 	0.881386025487384 	0.217 	0.362 	0.294 	 	
swl_24_04 	NN_RAY 	NN 	RAY 	47.3623	327.5432	43.9470 	201.6935 	0.927889903995372 	0.615776789138043 	1.54366669313342	245.6405 	1.5068607982029 	4064273 	4244911 	1503075 	1238848	0.0598333333333333 	0.3085 	0.314166666666667 	0.317833333333333 	1.392371 	2.432681 	302 	380 	51 	81 	1.32467646403853 	0.90930347594344 	0.274 	0.390 	0.350 	 	
swl_24_08 	NN_RAY 	NN 	RAY 	47.3623	327.5432	42.3855 	266.2347 	0.894920643634283 	0.812823163478894 	1.70774380711318	308.6202 	1.10100287964729 	4765680 	13229351 	3195474 	1270534	0.06 	0.428 	0.322 	0.189833333333333 	1.355755 	2.396607 	384 	506 	73 	96 	1.38303640748517 	0.953479091295872 	0.285 	0.449 	0.402 	 	
swl_24_12 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.6238 	276.7071 	0.857724392607623 	0.844795739920719 	1.70252013252834	317.3309 	1.01530388006942 	5710698 	17222208 	4114849 	1246024	0.057 	0.449166666666667 	0.3105 	0.183333333333333 	1.369845 	2.428329 	405 	565 	80 	101 	1.36068335188743 	0.921958428453733 	0.268 	0.472 	0.413 	 	
swl_24_16 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.7714 	293.6746 	0.860840795316106 	0.896598067064131 	1.75743886238024	334.446 	1.04153761292748 	5651806 	18519085 	4501760 	1203925	0.0578333333333333 	0.4665 	0.3165 	0.158833333333333 	1.359216 	2.510497 	424 	587 	83 	103 	1.37433718413859 	0.853268729699616 	0.278 	0.474 	0.420 	 	
swl_24_20 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.7426 	296.3050 	0.860232716738841 	0.904628763473032 	1.76486148021187	337.0476 	1.05160934462304 	5642012 	19689066 	4691761 	1132500	0.0586666666666667 	0.4665 	0.314833333333333 	0.16 	1.371021 	2.627142 	445 	604 	85 	105 	1.39414288297305 	0.854568187596805 	0.290 	0.478 	0.426 	 	
swl_24_24 	NN_RAY 	NN 	RAY 	47.3623	327.5432	40.7426 	296.3050 	0.860232716738841 	0.904628763473032 	1.76486148021187	337.0476 	1.05160934462304 	5642012 	19689066 	4691761 	1132500	0.0586666666666667 	0.4665 	0.314833333333333 	0.16 	1.371021 	2.627142 	445 	604 	85 	105 	1.39414288297305 	0.854568187596805 	0.290 	0.478 	0.426 	 	



RAY_RAY 
swl_list 	Benchmarks 	App1 	App2 	AloneIPC1	AloneIPC2	IPC1	IPC2	SD1	SD2	WS	IT	FI	Stall warps-1	Stall warps-2	Stall Dramfull	Stall icnt2sh	App1-BW 	App2-BW	Waste-BW 	Idle-BW 	RBL-1 	RBL-2 	AVGEMFLat-1 	AVGEMFLat-2 	AVGEMRQLat-1 	AVGEMRQLat-2 	MPKI-1 	MPKI-2 	L2MR-1	L2MR-2	L2MR	
swl_01_01 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	64.0306 	63.3968 	0.195487496000528 	0.193552484069277 	0.389039980069805	127.4274 	1.00999735002398 	232883 	245595 	235487 	15687	0.1015 	0.0991666666666667 	0.152166666666667 	0.647166666666667 	2.156581 	2.473066 	340 	340 	75 	72 	0.82498162807776 	0.80465701108033 	0.334 	0.330 	0.332 	 	
swl_01_02 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	64.3215 	120.5553 	0.196375623123912 	0.368059236155719 	0.564434859279631	184.8768 	1.87426132786082 	165923 	696727 	212489 	30447	0.1045 	0.190833333333333 	0.2225 	0.482166666666667 	2.008449 	2.400791 	322 	306 	76 	69 	0.838717495608989 	1.52027816073001 	0.341 	0.360 	0.353 	 	
swl_01_04 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	60.5631 	196.9119 	0.184901106174697 	0.601178409443396 	0.786079515618092	257.475 	3.25135107020612 	274327 	2844728 	857722 	66330	0.102666666666667 	0.296666666666667 	0.257666666666667 	0.342833333333333 	1.911853 	2.471422 	402 	398 	88 	84 	0.887120076433323 	0.844759772357121 	0.366 	0.387 	0.382 	 	
swl_01_08 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	54.2517 	268.3447 	0.165632197523869 	0.819265061830012 	0.984897259353881	322.5964 	4.94629108396603 	400659 	8782528 	2038983 	80062	0.0955 	0.423166666666667 	0.296166666666667 	0.185166666666667 	1.823197 	2.411786 	489 	515 	96 	95 	0.931295009295082 	1.02754993546557 	0.384 	0.442 	0.430 	 	
swl_01_12 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	52.6987 	281.3376 	0.16089083821615 	0.858932806420649 	1.0198236446368	334.0363 	5.3386060756717 	455091 	11394691 	2580150 	78286	0.0931666666666667 	0.449166666666667 	0.293666666666667 	0.163833333333333 	1.799319 	2.480452 	511 	578 	96 	101 	0.93781994520713 	0.905595536769571 	0.383 	0.467 	0.450 	 	
swl_01_16 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	48.6819 	282.5394 	0.148627417696353 	0.862601940751632 	1.01122935844798	331.2213 	5.80378744461494 	452941 	12771257 	2938553 	75585	0.0866666666666667 	0.454333333333333 	0.297 	0.162 	1.776731 	2.545034 	535 	592 	98 	102 	0.946578355514499 	0.998357836067631 	0.391 	0.465 	0.451 	 	
swl_01_20 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	49.6866 	288.8707 	0.151694799342499 	0.881931604747099 	1.0336264040896	338.5573 	5.81385524467361 	471212 	13257769 	3055246 	74100	0.0886666666666667 	0.457833333333333 	0.2965 	0.156666666666667 	1.777423 	2.681208 	525 	610 	97 	105 	0.948763969744207 	0.986863862828154 	0.389 	0.467 	0.452 	 	
swl_01_24 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	49.6866 	288.8707 	0.151694799342499 	0.881931604747099 	1.0336264040896	338.5573 	5.81385524467361 	471212 	13257769 	3055246 	74100	0.0886666666666667 	0.457833333333333 	0.2965 	0.156666666666667 	1.777423 	2.681208 	525 	610 	97 	105 	0.948763969744207 	0.986863862828154 	0.389 	0.467 	0.452 	 	
swl_02_01 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	117.2238 	63.7408 	0.357888058735458 	0.194602727212777 	0.552490785948235	180.9646 	1.83907010894121 	676270 	181087 	245955 	31596	0.187833333333333 	0.103166666666667 	0.218333333333333 	0.490666666666667 	2.126659 	2.462597 	311 	327 	71 	74 	1.51195049191316 	0.836388300882439 	0.360 	0.344 	0.354 	 	
swl_02_02 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	113.7302 	115.8716 	0.347221984764147 	0.353759748332434 	0.700981733096581	229.6018 	1.01882877195327 	439406 	467588 	394030 	26899	0.181166666666667 	0.1835 	0.238666666666667 	0.397 	2.115994 	2.501003 	381 	383 	81 	80 	0.821822857147233 	0.83196921225741 	0.382 	0.379 	0.380 	 	
swl_02_04 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	100.5798 	183.6848 	0.307073387571472 	0.560795644666108 	0.86786903223758	284.2646 	1.82625934829856 	606724 	1925702 	750820 	44636	0.166 	0.306666666666667 	0.2795 	0.247666666666667 	2.016928 	2.450629 	427 	440 	89 	89 	0.861562747995425 	1.58658044349399 	0.399 	0.405 	0.403 	 	
swl_02_08 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	89.8214 	241.7403 	0.274227643864992 	0.738040966809874 	1.01226861067487	331.5617 	2.69134415629238 	882916 	5661152 	1512216 	41650	0.155166666666667 	0.403 	0.295166666666667 	0.146833333333333 	1.934975 	2.433039 	516 	576 	94 	100 	0.913842002234495 	1.1843287759225 	0.429 	0.463 	0.453 	 	
swl_02_12 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	87.1254 	258.1945 	0.265996668531052 	0.7882761724255 	1.05427284095655	345.3199 	2.96348137282583 	1022295 	7630686 	1951397 	39689	0.151833333333333 	0.434333333333333 	0.2955 	0.118 	1.933221 	2.445397 	575 	640 	99 	105 	0.923749056516602 	1.33325137856915 	0.429 	0.489 	0.472 	 	
swl_02_16 	RAY_RAY 	RAY 	RAY 	327.5432	327.5432	85.0378 	263.9348 	0.259623158105557 	0.805801494276175 	1.06542465238173	348.9726 	3.10373504488592 	1115367 	8462800 	2101176 	41654	0.1485 	0.446333333333333 	0.295666666666667 	0.109666666666667 	1.905739 	2.499155 	575 	679 	99 	108 	0.92906153489976 	0.937285335296037 	0.434 	0.505 	0.485 	 	
